Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Guzzler	Displacement	Cylinders	Transmission	Gears	CityCO2	HighwayCO2	CombinedCO2
2026	Volvo	Volvo Cars of North America, LLC	EX30 Cross Country (19 Inch wheels)	All Wheel Drive	106	92	99	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Cross Country (19 Inch wheels)	All Wheel Drive	32	37	34	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Single motor extended range	2-Wheel Drive, Rear	127	104	116	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Single motor extended range	2-Wheel Drive, Rear	27	32	29	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Twin Performance	All Wheel Drive	116	100	109	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Twin Performance	All Wheel Drive	29	34	31	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX40	2-Wheel Drive, Rear	118	94	106	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX40	2-Wheel Drive, Rear	28	36	32	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX40 Twin	All Wheel Drive	103	85	94	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX40 Twin	All Wheel Drive	33	40	36	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	S90 B5	2-Wheel Drive, Front	24	34	28		2	4	Auto(S8)	8	365	261	318
2026	Volvo	Volvo Cars of North America, LLC	V60CC B5 AWD	All Wheel Drive	23	31	26		2	4	Auto(S8)	8	380	286	338
2026	Volvo	Volvo Cars of North America, LLC	V90CC B6 AWD	All Wheel Drive	22	29	25		2	4	Auto(S8)	8	399	307	358
2026	Volvo	Volvo Cars of North America, LLC	XC40 B4	2-Wheel Drive, Front	25	32	27		2	4	Auto(S8)	8	362	281	326
2026	Volvo	Volvo Cars of North America, LLC	XC40 B5 AWD	All Wheel Drive	23	30	26		2	4	Auto(S8)	8	381	296	343
2026	Volvo	Volvo Cars of North America, LLC	XC60 B5 AWD	All Wheel Drive	23	30	26		2	4	Auto(S8)	8	384	292	343
2026	Volvo	Volvo Cars of North America, LLC	XC90 B5 AWD	All Wheel Drive	22	27	24		2	4	Auto(S8)	8	405	325	369
2026	Volvo	Volvo Cars of North America, LLC	XC90 B6 AWD	All Wheel Drive	20	26	23		2	4	Auto(S8)	8	435	342	393
2026	aston martin	Aston Martin Lagonda Ltd	DB12 V8	2-Wheel Drive, Rear	15	22	17		4	8	Auto(A8)	8	599	395	507
2026	aston martin	Aston Martin Lagonda Ltd	DBX 707	4-Wheel Drive	15	20	17		4	8	Auto(A9)	9	602	457	537
2026	aston martin	Aston Martin Lagonda Ltd	DBX 727	4-Wheel Drive	14	19	16		4	8	Auto(A9)	9	620	456	546
2026	aston martin	Aston Martin Lagonda Ltd	Vanquish	2-Wheel Drive, Rear	13	21	16	G	5.2	12	Auto(A8)	8	671	431	563
2026	aston martin	Aston Martin Lagonda Ltd	Vanquish Volante	2-Wheel Drive, Rear	13	20	16	G	5.2	12	Auto(A8)	8	669	444	568
2026	aston martin	Aston Martin Lagonda Ltd	Vantage	2-Wheel Drive, Rear	15	22	18		4	8	Auto(A8)	8	579	399	498
