Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Guzzler	Displacement	Cylinders	Transmission	Gears	CityCO2	HighwayCO2	CombinedCO2
2026	Rivian Automotive L	Rivian	R1T Dual Standard (22in)	Part-time 4-Wheel Drive	37	44	40	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large (20in)	4-Wheel Drive	85	72	79	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large (20in)	4-Wheel Drive	40	47	43	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large (22in)	4-Wheel Drive	94	77	85	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large (22in)	4-Wheel Drive	36	44	39	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large Plus (20in)	4-Wheel Drive	85	72	78	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large Plus (20in)	4-Wheel Drive	40	47	43	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large Plus (22in)	4-Wheel Drive	89	75	82	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Large Plus (22in)	4-Wheel Drive	38	45	41	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Max (20in)	Part-time 4-Wheel Drive	86	74	80	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Max (20in)	Part-time 4-Wheel Drive	39	46	42	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Max (22in)	Part-time 4-Wheel Drive	93	80	87	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Performance Dual Max (22in)	Part-time 4-Wheel Drive	36	42	39	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Quad Max (20in AT)	4-Wheel Drive	71	63	67	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Quad Max (20in AT)	4-Wheel Drive	47	53	50	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Quad Max (22in UHP)	4-Wheel Drive	75	67	71	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Quad Max (22in UHP)	4-Wheel Drive	45	51	47	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Quad Max (22in)	4-Wheel Drive	80	71	76	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Quad Max (22in)	4-Wheel Drive	42	47	44	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Tri Max (22in)	4-Wheel Drive	81	70	76	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rivian Automotive L	Rivian	R1T Tri Max (22in)	4-Wheel Drive	42	48	45	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Black Badge Cullinan	All Wheel Drive	12	19	14		6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Black Badge Ghost	All Wheel Drive	12	19	14	G	6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Black Badge Spectre (22'' Wheels)	All Wheel Drive	70	80	74	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Black Badge Spectre (22'' Wheels)	All Wheel Drive	48	42	45	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Black Badge Spectre (23'' Wheels)	All Wheel Drive	67	74	70	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Black Badge Spectre (23'' Wheels)	All Wheel Drive	50	46	48	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Cullinan	All Wheel Drive	12	19	14		6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Ghost	All Wheel Drive	12	19	14	G	6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Ghost Extended	All Wheel Drive	12	19	14	G	6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom	2-Wheel Drive, Rear	12	19	14	G	6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom Extended	2-Wheel Drive, Rear	12	19	14	G	6.7	12	Auto(S8)	8	732	459	609
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Spectre (22'' Wheels)	All Wheel Drive	74	82	77	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Spectre (22'' Wheels)	All Wheel Drive	46	41	44	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Spectre (23'' Wheels)	All Wheel Drive	67	75	70	NA	0	NA	Auto(A1)	1	0	0	0
2026	Rolls-Royce	Rolls-Royce Motor Cars Limited	Spectre (23'' Wheels)	All Wheel Drive	50	45	48	NA	0	NA	Auto(A1)	1	0	0	0
2026	Subaru	Subaru	ASCENT AWD	All Wheel Drive	19	26	22		2.4	4	Auto(AV-S8)	8	456	343	405
2026	Subaru	Subaru	ASCENT LIMITED/TOURING/ONYX EDITION AWD	All Wheel Drive	19	25	21		2.4	4	Auto(AV-S8)	8	478	351	421
2026	Subaru	Subaru	BRZ	2-Wheel Drive, Rear	20	27	22		2.4	4	Manual(M6)	6	453	333	399
2026	Subaru	Subaru	BRZ	2-Wheel Drive, Rear	21	30	25		2.4	4	Auto(S6)	6	419	292	362
2026	Subaru	Subaru	CROSSTREK AWD	All Wheel Drive	26	33	29		2.5	4	Auto(AV-S8)	8	339	268	307
2026	Subaru	Subaru	CROSSTREK HYBRID AWD	All Wheel Drive	36	36	36		2.5	4	Auto(AV-S6)	6	244	247	246
2026	Subaru	Subaru	CROSSTREK WILDERNESS AWD	All Wheel Drive	24	29	26		2.5	4	Auto(AV-S8)	8	364	305	337
2026	Subaru	Subaru	FORESTER AWD	All Wheel Drive	26	33	29		2.5	4	Auto(AV-S8)	8	343	269	310
2026	Subaru	Subaru	FORESTER SPORT/TOURING AWD	All Wheel Drive	25	32	28		2.5	4	Auto(AV-S8)	8	350	278	317
2026	Subaru	Subaru	FORESTER WILDERNESS AWD	All Wheel Drive	24	28	26		2.5	4	Auto(AV-S8)	8	374	315	347
2026	Subaru	Subaru	IMPREZA	All Wheel Drive	27	33	29		2	4	Auto(AV-S8)	8	331	264	301
2026	Subaru	Subaru	IMPREZA	All Wheel Drive	26	33	29		2.5	4	Auto(AV-S8)	8	343	272	311
2026	Subaru	Subaru	OUTBACK AWD	All Wheel Drive	25	31	27		2.5	4	Auto(AV-S8)	8	363	289	330
2026	Subaru	Subaru	OUTBACK AWD	All Wheel Drive	21	29	24		2.4	4	Auto(AV-S8)	8	414	313	369
2026	Subaru	Subaru	OUTBACK WILDERNESS AWD	All Wheel Drive	21	27	23		2.4	4	Auto(AV-S8)	8	426	336	385
2026	Subaru	Subaru	SOLTERRA 20 AWD	All Wheel Drive	128	105	117	NA	0	NA	Auto(A1)	1	0	0	0
2026	Subaru	Subaru	SOLTERRA 20 AWD	All Wheel Drive	26	32	29	NA	0	NA	Auto(A1)	1	0	0	0
2026	Subaru	Subaru	SOLTERRA AWD	All Wheel Drive	131	109	120	NA	0	NA	Auto(A1)	1	0	0	0
2026	Subaru	Subaru	SOLTERRA AWD	All Wheel Drive	26	31	28	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Cybertruck AWD	All Wheel Drive	85	72	79	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Cybertruck AWD	All Wheel Drive	40	47	43	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model 3 Performance	All Wheel Drive	120	107	114	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model 3 Performance	All Wheel Drive	28	31	30	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model 3 Premium AWD	All Wheel Drive	133	122	128	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model 3 Premium AWD	All Wheel Drive	25	28	26	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model 3 Premium RWD	2-Wheel Drive, Rear	145	128	137	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model 3 Premium RWD	2-Wheel Drive, Rear	23	26	25	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model S	All Wheel Drive	132	116	124	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model S	All Wheel Drive	26	29	27	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model S Plaid	All Wheel Drive	114	105	110	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model S Plaid	All Wheel Drive	29	32	31	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model X	All Wheel Drive	110	99	105	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model X	All Wheel Drive	31	34	32	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model X Plaid	All Wheel Drive	105	94	100	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model X Plaid	All Wheel Drive	32	36	34	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Long Range AWD	All Wheel Drive	130	115	123	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Long Range AWD	All Wheel Drive	26	29	27	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Long Range RWD	2-Wheel Drive, Rear	144	123	134	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Long Range RWD	2-Wheel Drive, Rear	23	27	25	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Standard RWD (18in Wheels)	2-Wheel Drive, Rear	148	129	138	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Standard RWD (18in Wheels)	2-Wheel Drive, Rear	23	26	24	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Standard RWD (19in Wheels)	2-Wheel Drive, Rear	142	120	131	NA	0	NA	Auto(A1)	1	0	0	0
2026	Tesla	Tesla Motors	Model Y Standard RWD (19in Wheels)	2-Wheel Drive, Rear	24	28	26	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	CAMRY HEV AWD LE	All Wheel Drive	50	49	50		2.5	4	Auto(AV-S6)	6	175	181	178
2026	Toyota	TOYOTA	CAMRY HEV AWD SE/XLE	All Wheel Drive	46	46	46		2.5	4	Auto(AV-S6)	6	191	194	192
2026	Toyota	TOYOTA	CAMRY HEV AWD XSE	All Wheel Drive	43	43	43		2.5	4	Auto(AV-S6)	6	205	205	205
2026	Toyota	TOYOTA	CAMRY HEV FF LE	2-Wheel Drive, Front	52	49	51		2.5	4	Auto(AV-S6)	6	168	179	173
2026	Toyota	TOYOTA	CAMRY HEV FF SE/XLE/XSE	2-Wheel Drive, Front	47	45	46		2.5	4	Auto(AV-S6)	6	188	195	191
2026	Toyota	TOYOTA	COROLLA	2-Wheel Drive, Front	32	41	35		2	4	Auto(AV)	1	277	216	254
2026	Toyota	TOYOTA	COROLLA	2-Wheel Drive, Front	31	40	34		2	4	Auto(AV)	1	286	223	257
2026	Toyota	TOYOTA	COROLLA	2-Wheel Drive, Front	31	38	34		2	4	Auto(AV-S10)	10	292	232	265
2026	Toyota	TOYOTA	COROLLA CROSS	2-Wheel Drive, Front	31	33	32		2	4	Auto(AV-S10)	10	283	267	276
2026	Toyota	TOYOTA	COROLLA CROSS AWD	All Wheel Drive	29	31	30		2	4	Auto(AV-S10)	10	307	284	295
2026	Toyota	TOYOTA	COROLLA CROSS HYBRID AWD	All Wheel Drive	46	39	42		2	4	Auto(AV-S6)	6	192	227	211
2026	Toyota	TOYOTA	COROLLA HATCHBACK	2-Wheel Drive, Front	32	41	35		2	4	Auto(AV-S10)	10	278	217	254
2026	Toyota	TOYOTA	COROLLA HATCHBACK FX	2-Wheel Drive, Front	30	38	33		2	4	Auto(AV-S10)	10	292	237	267
2026	Toyota	TOYOTA	COROLLA HATCHBACK XSE	2-Wheel Drive, Front	30	38	33		2	4	Auto(AV-S10)	10	295	230	266
2026	Toyota	TOYOTA	COROLLA HYBRID	2-Wheel Drive, Front	50	43	47		1.8	4	Auto(AV)	1	173	204	186
2026	Toyota	TOYOTA	COROLLA HYBRID	2-Wheel Drive, Front	53	46	50		1.8	4	Auto(AV)	1	165	191	176
2026	Toyota	TOYOTA	COROLLA HYBRID AWD	All Wheel Drive	47	41	44		1.8	4	Auto(AV)	1	186	214	199
2026	Toyota	TOYOTA	COROLLA HYBRID AWD	All Wheel Drive	51	44	48		1.8	4	Auto(AV)	1	172	200	183
2026	Toyota	TOYOTA	GRAND HIGHLANDER AWD LE/XLE	All Wheel Drive	21	27	23		2.4	4	Auto(S8)	8	424	325	379
2026	Toyota	TOYOTA	GRAND HIGHLANDER AWD LIMITED/PLATINUM	All Wheel Drive	20	26	22		2.4	4	Auto(S8)	8	433	338	400
2026	Toyota	TOYOTA	GRAND HIGHLANDER HYBRID	2-Wheel Drive, Front	37	34	36		2.5	4	Auto(AV-S6)	6	237	258	246
2026	Toyota	TOYOTA	GRAND HIGHLANDER HYBRID AWD	All Wheel Drive	36	32	34		2.5	4	Auto(AV-S6)	6	246	276	260
2026	Toyota	TOYOTA	GRAND HIGHLANDER HYBRID AWD	All Wheel Drive	26	27	27		2.4	4	Auto(S6)	6	338	325	332
2026	Toyota	TOYOTA	GRAND HIGHLANDER LE/XLE	2-Wheel Drive, Front	21	28	24		2.4	4	Auto(S8)	8	419	313	371
2026	Toyota	TOYOTA	GRAND HIGHLANDER LIMITED	2-Wheel Drive, Front	21	28	24		2.4	4	Auto(S8)	8	410	312	366
2026	Toyota	TOYOTA	LAND CRUISER	4-Wheel Drive	22	25	23		2.4	4	Auto(S8)	8	398	355	379
2026	Toyota	LEXUS	LC 500	2-Wheel Drive, Rear	16	24	18		5	8	Auto(S10)	10	573	368	481
2026	Toyota	LEXUS	LC 500 CONVERTIBLE	2-Wheel Drive, Rear	15	25	18		5	8	Auto(S10)	10	598	356	489
2026	Toyota	LEXUS	NX 350 AWD	All Wheel Drive	21	28	24		2.4	4	Auto(S8)	8	413	317	370
2026	Toyota	LEXUS	NX 350 AWD F SPORT	All Wheel Drive	21	28	24		2.4	4	Auto(S8)	8	420	309	370
2026	Toyota	LEXUS	NX 350h	2-Wheel Drive, Front	42	38	40		2.5	4	Auto(AV-S6)	6	207	233	220
2026	Toyota	LEXUS	NX 350h AWD	All Wheel Drive	41	37	39		2.5	4	Auto(AV-S6)	6	212	235	225
2026	Toyota	TOYOTA	PRIUS	2-Wheel Drive, Front	57	56	57		2	4	Auto(AV)	1	154	158	155
2026	Toyota	TOYOTA	PRIUS AWD	All Wheel Drive	53	54	54		2	4	Auto(AV)	1	166	163	163
2026	Toyota	TOYOTA	PRIUS AWD XLE/LTD	All Wheel Drive	49	50	49		2	4	Auto(AV)	1	179	176	179
2026	Toyota	TOYOTA	PRIUS XLE/LTD	2-Wheel Drive, Front	52	52	52		2	4	Auto(AV)	1	168	169	169
2026	Toyota	LEXUS	RX 350	2-Wheel Drive, Front	22	29	25		2.4	4	Auto(S8)	8	396	303	354
2026	Toyota	LEXUS	RX 350 AWD	All Wheel Drive	21	28	24		2.4	4	Auto(S8)	8	417	312	370
2026	Toyota	LEXUS	RX 350h AWD	All Wheel Drive	37	34	36		2.5	4	Auto(AV-S6)	6	234	256	244
2026	Toyota	LEXUS	RX 500h AWD	All Wheel Drive	27	28	27		2.4	4	Auto(S6)	6	326	314	321
2026	Toyota	TOYOTA	SEQUOIA 2WD	2-Wheel Drive, Rear	21	24	22		3.4	6	Auto(S10)	10	418	366	395
2026	Toyota	TOYOTA	SEQUOIA 2WD	2-Wheel Drive, Rear	21	24	22		3.4	6	Auto(S10)	10	418	366	395
2026	Toyota	TOYOTA	SEQUOIA 4WD	Part-time 4-Wheel Drive	19	22	20		3.4	6	Auto(S10)	10	473	397	439
2026	Toyota	TOYOTA	SEQUOIA 4WD	Part-time 4-Wheel Drive	19	22	20		3.4	6	Auto(S10)	10	473	397	439
2026	Toyota	TOYOTA	TOYOTA CROWN AWD	All Wheel Drive	29	32	30		2.4	4	Auto(AV-S6)	6	303	272	293
2026	Toyota	TOYOTA	TOYOTA CROWN AWD Hybrid	All Wheel Drive	42	41	41		2.5	4	Auto(AV)	1	209	214	214
2026	Toyota	TOYOTA	TUNDRA 2WD	2-Wheel Drive, Rear	18	23	20		3.4	6	Auto(S10)	10	498	392	450
2026	Toyota	TOYOTA	TUNDRA 2WD	2-Wheel Drive, Rear	18	23	20		3.4	6	Auto(S10)	10	490	387	444
2026	Toyota	TOYOTA	TUNDRA 2WD HYBRID TRD Perf	2-Wheel Drive, Rear	20	24	22		3.4	6	Auto(S10)	10	441	366	407
2026	Toyota	TOYOTA	TUNDRA 2WD Hybrid	2-Wheel Drive, Rear	20	24	22		3.4	6	Auto(S10)	10	441	366	407
2026	Toyota	TOYOTA	TUNDRA 2WD TRD Perf	2-Wheel Drive, Rear	18	23	20		3.4	6	Auto(S10)	10	490	387	444
2026	Toyota	TOYOTA	TUNDRA 4WD	Part-time 4-Wheel Drive	17	22	19		3.4	6	Auto(S10)	10	518	408	468
2026	Toyota	TOYOTA	TUNDRA 4WD	Part-time 4-Wheel Drive	17	22	19		3.4	6	Auto(S10)	10	512	400	462
2026	Toyota	TOYOTA	TUNDRA 4WD HYBRID TRD Per	Part-time 4-Wheel Drive	19	22	20		3.4	6	Auto(S10)	10	473	397	439
2026	Toyota	TOYOTA	TUNDRA 4WD Hybrid	Part-time 4-Wheel Drive	19	22	20		3.4	6	Auto(S10)	10	473	397	439
2026	Toyota	TOYOTA	TUNDRA 4WD PRO HYBRID TRD Perf	Part-time 4-Wheel Drive	18	20	19		3.4	6	Auto(S10)	10	483	435	461
2026	Toyota	TOYOTA	TUNDRA 4WD PRO Hybrid	Part-time 4-Wheel Drive	18	20	19		3.4	6	Auto(S10)	10	483	435	461
2026	Toyota	TOYOTA	TUNDRA 4WD TRD Perf	Part-time 4-Wheel Drive	17	22	19		3.4	6	Auto(S10)	10	512	400	462
2026	Toyota	LEXUS	TX 350	2-Wheel Drive, Front	21	27	23		2.4	4	Auto(S8)	8	418	326	382
2026	Toyota	LEXUS	TX 350 AWD	All Wheel Drive	20	26	23		2.4	4	Auto(S8)	8	432	333	387
2026	Toyota	LEXUS	TX 500h AWD	All Wheel Drive	27	28	27		2.4	4	Auto(S6)	6	326	316	322
2026	Toyota	TOYOTA	bZ	2-Wheel Drive, Front	144	117	130	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ	2-Wheel Drive, Front	23	29	26	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ	2-Wheel Drive, Front	143	119	131	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ	2-Wheel Drive, Front	24	28	26	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ AWD	All Wheel Drive	131	109	120	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ AWD	All Wheel Drive	26	31	28	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ AWD LIMITED	All Wheel Drive	128	105	117	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ AWD LIMITED	All Wheel Drive	26	32	29	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ LIMITED	2-Wheel Drive, Front	134	111	123	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ LIMITED	2-Wheel Drive, Front	25	30	27	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ LIMITED	2-Wheel Drive, Front	138	113	125	NA	0	NA	Auto(A1)	1	0	0	0
2026	Toyota	TOYOTA	bZ LIMITED	2-Wheel Drive, Front	24	30	27	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Audi	A3 quattro	All Wheel Drive	24	34	28		2	4	Auto(AM-S7)	7	370	265	323
2026	Volkswagen Group of	Audi	A6 Sedan	All Wheel Drive	20	29	23		3	6	Auto(AM-S7)	7	455	304	387
2026	Volkswagen Group of	Audi	A6 allroad quattro	All Wheel Drive	21	30	24		3	6	Auto(AM-S7)	7	418	300	365
2026	Volkswagen Group of	Audi	A8 quattro	All Wheel Drive	19	27	22		3	6	Auto(S8)	8	480	334	414
2026	Volkswagen Group of	Volkswagen	Atlas	2-Wheel Drive, Front	20	27	23		2	4	Auto(S8)	8	438	331	390
2026	Volkswagen Group of	Volkswagen	Atlas 4Motion Peak Edition	All Wheel Drive	19	25	21		2	4	Auto(S8)	8	476	355	421
2026	Volkswagen Group of	Volkswagen	Atlas Cross Sport	2-Wheel Drive, Front	20	27	23		2	4	Auto(S8)	8	438	331	390
2026	Volkswagen Group of	Volkswagen	Atlas Cross Sport 4Motion	All Wheel Drive	20	26	22		2	4	Auto(S8)	8	456	348	407
2026	Volkswagen Group of	Volkswagen	Atlas SE 4Motion	All Wheel Drive	20	26	22		2	4	Auto(S8)	8	456	348	407
2026	Volkswagen Group of	Volkswagen	Atlas SEL 4Motion	All Wheel Drive	19	25	21		2	4	Auto(S8)	8	468	355	417
2026	Volkswagen Group of	Bentley	Bentayga	All Wheel Drive	14	21	16		4	8	Auto(S8)	8	650	433	553
2026	Volkswagen Group of	Bentley	Bentayga EWB	All Wheel Drive	14	21	16		4	8	Auto(S8)	8	650	433	553
2026	Volkswagen Group of	Volkswagen	GLI	2-Wheel Drive, Front	26	35	29		2	4	Auto(AM-S7)	7	348	256	307
2026	Volkswagen Group of	Volkswagen	GLI	2-Wheel Drive, Front	26	36	29		2	4	Manual(M6)	6	346	247	306
2026	Volkswagen Group of	Volkswagen	GTI	2-Wheel Drive, Front	24	32	27		2	4	Auto(AM-S7)	7	365	278	326
2026	Volkswagen Group of	Volkswagen	Golf R	All Wheel Drive	22	31	25		2	4	Auto(AM-S7)	7	397	289	349
2026	Volkswagen Group of	Volkswagen	ID.4	2-Wheel Drive, Rear	122	104	113	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Volkswagen	ID.4	2-Wheel Drive, Rear	28	33	30	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Volkswagen	ID.4 AWD	All Wheel Drive	108	96	102	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Volkswagen	ID.4 AWD	All Wheel Drive	31	35	33	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Volkswagen	Jetta	2-Wheel Drive, Front	29	40	34		1.5	4	Auto(S8)	8	302	220	265
2026	Volkswagen Group of	Volkswagen	Jetta Sport/SE/SEL	2-Wheel Drive, Front	29	40	33		1.5	4	Auto(S8)	8	310	224	271
2026	Volkswagen Group of	Audi	Q4 45 e-tron	2-Wheel Drive, Rear	125	104	115	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Audi	Q4 45 e-tron	2-Wheel Drive, Rear	27	32	29	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volkswagen Group of	Audi	Q7	All Wheel Drive	20	26	22		2	4	Auto(S8)	8	453	347	405
2026	Volkswagen Group of	Audi	Q7 quattro	All Wheel Drive	18	23	20		3	6	Auto(S8)	8	492	380	442
2026	Volkswagen Group of	Audi	Q8 quattro	All Wheel Drive	17	23	19		3	6	Auto(S8)	8	514	392	459
2026	Volkswagen Group of	Audi	RS 3	All Wheel Drive	20	29	23		2.5	5	Auto(AM-S7)	7	450	310	387
2026	Volkswagen Group of	Audi	RS 6 Avant	All Wheel Drive	14	21	16	G	4	8	Auto(S8)	8	645	422	545
2026	Volkswagen Group of	Audi	RS 7	All Wheel Drive	14	21	16	G	4	8	Auto(S8)	8	645	422	545
2026	Volkswagen Group of	Audi	RS Q8 Performance	All Wheel Drive	14	20	16		4	8	Auto(S8)	8	622	454	547
2026	Volkswagen Group of	Lamborghini	Revuelto	All Wheel Drive	10	17	12	G	6.5	12	Auto(AM-S8)	8	928	540	753
2026	Volkswagen Group of	Audi	S3	All Wheel Drive	23	31	26		2	4	Auto(AM-S7)	7	394	288	346
2026	Volkswagen Group of	Audi	S8	All Wheel Drive	15	24	18		4	8	Auto(S8)	8	605	377	502
2026	Volkswagen Group of	Audi	SQ7	All Wheel Drive	14	20	16		4	8	Auto(S8)	8	615	448	540
2026	Volkswagen Group of	Audi	SQ8	All Wheel Drive	14	20	16		4	8	Auto(S8)	8	623	439	540
2026	Volkswagen Group of	Volkswagen	Taos	2-Wheel Drive, Front	28	36	31		1.5	4	Auto(S8)	8	312	247	287
2026	Volkswagen Group of	Volkswagen	Taos 4Motion	4-Wheel Drive	25	33	28		1.5	4	Auto(S8)	8	355	274	318
2026	Volkswagen Group of	Lamborghini	Temerario	All Wheel Drive	14	19	16	G	4	8	Auto(S8)	8	636	458	556
2026	Volkswagen Group of	Volkswagen	Tiguan	2-Wheel Drive, Front	25	32	28		2	4	Auto(S8)	8	355	277	320
2026	Volkswagen Group of	Volkswagen	Tiguan 4Motion	All Wheel Drive	22	30	25		2	4	Auto(S8)	8	398	294	351
2026	Volkswagen Group of	Volkswagen	Tiguan S	2-Wheel Drive, Front	26	34	29		2	4	Auto(S8)	8	345	260	307
2026	Volkswagen Group of	Volkswagen	Tiguan SEL 4Motion	All Wheel Drive	22	29	25		2	4	Auto(S8)	8	406	304	360
2026	Volvo	Volvo Cars of North America, LLC	EC40	2-Wheel Drive, Rear	118	95	106	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EC40	2-Wheel Drive, Rear	29	35	32	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EC40 Twin	All Wheel Drive	105	88	97	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EC40 Twin	All Wheel Drive	32	38	35	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Cross Country (18 Inch wheels)	All Wheel Drive	95	83	89	NA	0	NA	Auto(A1)	1	0	0	0
2026	Volvo	Volvo Cars of North America, LLC	EX30 Cross Country (18 Inch wheels)	All Wheel Drive	36	41	38	NA	0	NA	Auto(A1)	1	0	0	0
